pathway,Day01BHET1,Day01BHET2,Day01BHET3,Day03BHET1,Day03BHET2,Day03BHET3,Day07BHET1,Day07BHET2,Day07BHET3,Day14BHET1,Day14BHET2,Day14BHET3,Day21BHET1,Day21BHET2,Day21BHET3,Day30BHET1,Day30BHET2,Day30BHET3,Day42BHET1,Day42BHET2,Day42BHET3,Day01LowCrys1,Day01LowCrys2,Day01LowCrys3,Day03LowCrys1,Day03LowCrys2,Day03LowCrys3,Day07LowCrys1,Day07LowCrys2,Day07LowCrys3,Day14LowCrys1,Day14LowCrys2,Day14LowCrys3,Day21LowCrys1,Day21LowCrys2,Day21LowCrys3,Day30LowCrys1,Day30LowCrys2,Day30LowCrys3,Day42LowCrys1,Day42LowCrys3,Day01LowCrysWater1,Day01LowCrysWater2,Day01LowCrysWater3,Day03LowCrysWater1,Day03LowCrysWater2,Day03LowCrysWater3,Day07LowCrysWater1,Day07LowCrysWater2,Day07LowCrysWater3,Day14LowCrysWater1,Day14LowCrysWater2,Day14LowCrysWater3,Day21LowCrysWater1,Day21LowCrysWater2,Day21LowCrysWater3,Day30LowCrysWater1,Day30LowCrysWater2,Day30LowCrysWater3,Day42LowCrysWater1,Day42LowCrysWater2,Day42LowCrysWater3,Day01NoC1,Day01NoC2,Day01NoC3,Day03NoC1,Day03NoC2,Day03NoC3,Day07NoC1,Day07NoC2,Day07NoC3,Day14NoC1,Day14NoC2,Day14NoC3,Day21NoC1,Day21NoC2,Day21NoC3,Day30NoC1,Day30NoC2,Day30NoC3,Day42NoC1,Day42NoC2,Day42NoC3,Day01PET1,Day01PET2,Day01PET3,Day03PET1,Day03PET2,Day03PET3,Day07PET1,Day07PET2,Day07PET3,Day14PET1,Day14PET2,Day14PET3,Day21PET1,Day21PET2,Day21PET3,Day30PET1,Day30PET2,Day30PET3,Day42PET2,Day42PET3,Day01WeatherPET1,Day01WeatherPET2,Day01WeatherPET3,Day03WeatherPET1,Day03WeatherPET2,Day03WeatherPET3,Day07WeatherPET1,Day07WeatherPET2,Day07WeatherPET3,Day14WeatherPET1,Day14WeatherPET2,Day14WeatherPET3,Day21WeatherPET1,Day21WeatherPET2,Day21WeatherPET3,Day30WeatherPET1,Day30WeatherPET2,Day30WeatherPET3,Day42WeatherPET1,Day42WeatherPET2,Day42WeatherPET3,Inoc2,Inoc3,Inoc4,
PWY-1269, DARAB5PISOM-RXN KDO-8PSYNTH-RXN KDO-8PPHOSPHAT-RXN CPM-KDOSYNTH-RXN ,25.2838,25.8314,22.8703,47.47,49.9719,48.9356,44.112,48.3365,49.1984,47.2849,47.6809,47.4362,50.78,47.068,48.2887,48.5285,44.1915,48.4192,46.1746,43.7706,49.8751,46.5649,39.2476,36.605,44.9905,44.5604,40.9936,43.647,42.17,38.4814,55.9815,54.7547,49.9935,51.8247,50.8299,47.2266,52.5665,50.7131,48.4293,46.0072,64.9247,28.7482,30.9231,25.9928,29.8573,35.264,29.5487,30.9737,34.7161,30.4686,34.725,43.6845,37.5339,36.208,42.133,34.369,35.5586,40.1853,33.9904,36.2539,40.8512,37.34,38.8436,35.9588,39.3561,38.3358,37.6024,37.9941,41.8503,36.9731,42.6863,44.37,42.5921,50.8332,44.6681,43.0709,51.6562,46.4671,37.2772,49.2159,44.1763,40.627,47.3577,33.0484,32.6958,31.0633,38.5449,38.2138,36.0044,56.3512,45.5254,44.1593,48.8445,44.2777,44.703,49.7979,45.5368,43.1194,47.3923,50.9813,46.1849,54.131,54.7887,35.0507,30.0814,34.5987,39.9736,33.3433,33.5115,49.1477,42.6751,47.1593,53.4712,42.902,43.9949,51.306,47.8036,47.4903,49.2473,47.1456,52.1352,51.1034,49.3902,47.4826,45.5119,46.8025,52.5279
PWY-1361," ( ( RXN-2401 RXN-11054 RXN-11053 -RXN-2424 -RXN-2425 ) , -RXN-2441 )  RXN0-2044 RXN-3641 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3252,0.2574,0.0878,0.1226,0.2105,0.1288,0.2451,0.1241,0.121,0,0.1253,0.1292,0.1696,0.119,0.2119,0.0841,0.1225,0.2028,0.1656,0.1298,0,0,0,0,0,0,0.02,0,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-1422," 4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN RXN-2541 ( ( RXN-2542 RXN-2543 TOCOPHEROL-O-METHYLTRANSFERASE-RXN ) , ( RXN-2561 RXN-2562 ) ) ",0.015,0,0.03,0,0,0,0,0.03,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0.1049,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0,0,0,0,0,0.0171,0,0.0171,0,0.0185,0,0.045,0,0.015,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0.0171,0,0,0,0,0,0,0.015,0,0.0643
PWY-1501," MANDELATE-RACEMASE-RXN MANDELATE-DEHYDROGENASE-RXN BENZOYLFORMATE-DECARBOXYLASE-RXN ( BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN , BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN ) ",0.019,0,0,0,0,0,0,0.0324,0,0.0316,0,0,0,0,0.0334,0,0,0,0,0,0,0.1126,0.4658,0.2252,0.188,0.3989,0.2055,0.2511,0.1661,0.1573,0.0561,0.1681,0.3679,0.2696,0.1122,0.6047,0.1723,0.2098,0.2139,0.0934,0.3406,0,0,0,0,0,0.0274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226,0.0186,0,0,0,0,0.0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0,0,0,0,0,0,0,0.0244,0,0,0,0,0,0,0,0,0,0,0,0
PWY-1541, RXN0-299  (  -RXN-2301  +  TAURINE-DEHYDROGENASE-RXN  +  TAURINE-AMINOTRANSFERASE-RXN  )  RXN-2364 PHOSACETYLTRANS-RXN  ,0.9781,0.9,0.8915,0.4296,0.8104,0.3588,3.6012,2.0432,3.0218,3.7702,3.8472,3.0859,5.577,4.518,4.8083,4.7866,4.343,5.0677,4.9612,4.87,4.8685,0.4829,0.9588,0.4801,1.3254,1.6867,1.9753,2.7497,1.0845,1.5282,4.8141,4.8787,2.8181,2.5685,6.9238,2.0762,1.2485,2.2059,1.6114,2.13,4.9833,0.4456,0.367,0.303,0.4984,0.6791,0.3951,0.9598,1.0607,0.4428,0.7869,1.1974,0.6809,0.8039,1.2062,0.68,1.2295,1.7341,1.2658,1.0731,1.5082,1.6093,0.8249,0.4175,0.4859,0.6788,0.9008,0.7116,1.3245,1.2572,1.2085,1.0492,1.5001,0.9622,1.3066,1.5123,0.8243,1.6171,1.4315,1.4524,1.6731,1.5749,1.2758,0.4819,0.5558,0.3751,0.9796,0.6873,0.7822,1.8319,1.1129,1.3499,0.6356,1.21,0.6022,1.4515,1.3641,1.3375,1.184,1.0776,1.2978,0.8163,0.7285,0.4945,0.7938,0.6497,0.8611,0.4293,0.6396,1.7024,0.9212,1.0932,0.9843,0.8412,1.3294,1.9194,1.2597,0.9711,1.0837,1.2384,1.0656,1.5496,1.1746,0.7423,2.4367,2.3195,3.4896
PWY-1622," -RXN-2881  GLYOHMETRANS-RXN SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN HYDROXYPYRUVATE-REDUCTASE-RXN GKI-RXN ( ( 2PGADEHYDRAT-RXN PEPCARBOX-RXN MALATE-DEH-RXN MALATE--COA-LIGASE-RXN MALYL-COA-LYASE-RXN -RXN-2802 SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN ) , RXN-15513 )  ",0.1981,0.2958,0.0995,0,0.5816,0.0995,0,0.1985,0,0,0.0996,0.2964,0.1988,0.1986,1.1514,0.8748,0.1986,0.873,0.4923,0.5876,2.9905,10.9693,7.5915,7.2508,4.9044,6.6232,4.3014,5.567,2.8531,2.5053,2.4706,6.0667,8.1468,7.1256,10.5376,9.7778,3.5563,7.9228,5.9509,4.3422,13.6431,0.3933,1.1275,0.1982,0.4887,0.6797,0.5853,0,0.2961,0.1983,0.4883,0.1983,0.2962,0.391,0.389,0.0994,0.5817,0.581,1.2228,0.5791,0.488,0.7731,1.1712,0.4774,0.8189,0,0.0993,0.1971,0.4864,0.2935,0.8506,0.2457,0.3896,0.1974,0.4851,0.5816,0.1971,0.5781,0.8538,0.4846,0.6711,0.8506,0.1977,0.3908,0.2941,0.1972,0.769,0,0.4881,0.149,0.2955,0.6761,0.2952,0.4867,0.5813,0.3926,0.7724,0.8625,0.3929,0.8636,0.198,0.7736,1.0578,0.6718,0.0995,0.0994,0.1979,0.2953,0,0.0995,0.1981,0.2956,0,0.0995,0.2953,0.5815,0.6755,0.2953,0.7651,0.6774,0.4878,0.6731,0.3916,1.0286,1.3569,0.8571,1.7363
PWY-181," -RXN-961 GPH-RXN RXN-969 ( GLYCINE-AMINOTRANSFERASE-RXN , ( SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN ( -GCVMULTI-RXN , ( GLYCERATE-DEHYDROGENASE-RXN GLY3KIN-RXN ) ) ) ) GLYOHMETRANS-RXN ",23.9615,24.9332,23.5725,35.8625,39.1249,37.2276,32.6157,36.2045,36.5617,31.83,32.7477,32.1023,35.2328,33.6406,34.4572,33.8036,33.2945,34.5918,34.2112,32.3879,35.6694,36.4176,36.3476,31.2144,40.3821,40.4601,35.6559,36.4988,34.0502,29.7159,36.3056,37.2679,39.0442,40.7785,38.5846,40.4652,39.0116,41.2056,39.9378,37.4504,44.4189,30.8691,32.4382,30.8312,25.0863,28.8403,24.6658,27.7751,28.9265,26.2256,33.5133,36.2377,32.3439,34.0551,35.4351,33.22,36.8367,35.2623,35.687,31.9705,33.7893,35.138,40.616,43.1142,35.8095,37.2483,37.3906,33.4229,37.2397,38.6839,35.9893,35.9335,40.5592,30.9336,33.4939,37.5513,29.7904,34.412,34.3646,32.0181,30.7911,31.3302,27.6736,29.0003,29.1699,29.8761,28.7311,29.9404,27.3228,37.9324,27.876,28.7771,30.4044,29.1503,29.1041,32.7872,30.8949,30.2303,27.6946,27.0301,28.4758,26.2085,30.957,26.886,28.2721,28.2609,28.5808,24.3974,22.3072,27.9563,26.5249,26.9235,20.313,25.8686,26.6244,28.0151,26.9577,29.0632,23.0431,25.6172,25.7717,23.8586,23.1837,22.6942,39.7616,39.2066,44.465
PWY-1861," R10-RXN R12-RXN 6PFRUCTPHOS-RXN F16ALDOLASE-RXN 2TRANSKETO-RXN TRANSALDOL-RXN 1TRANSKETO-RXN ( RIBULP3EPIM-RXN , RIB5PISOM-RXN ) ",0.2785,0.3577,0.397,0.1597,0.2393,0.0799,7.305,4.3472,4.8861,6.2566,6.5047,4.8742,9.838,9.6059,8.5335,9.5818,8.9981,8.812,10.2463,9.8512,8.5505,9.5043,12.9196,8.4906,31.0021,27.2278,23.1073,20.8355,26.4219,22.3107,30.118,15.8952,31.5221,34.8993,16.7963,33.2114,46.0503,38.4713,41.9511,41.7566,26.9265,26.2212,30.5079,31.1789,25.44,27.2647,19.7386,26.843,26.1627,21.4047,39.6052,39.2597,31.6485,41.9866,43.5697,42.7302,48.4388,42.569,46.6013,35.4019,38.4902,41.0147,44.1953,42.7069,39.6255,47.3764,40.6441,43.4815,42.0061,43.8322,45.6205,46.2256,46.9273,36.1051,42.7141,42.0865,38.4015,45.1716,39.9447,40.91,36.4358,33.0899,28.1677,20.8791,20.9775,24.1311,26.2444,30.6442,26.4458,19.7993,23.3666,29.3183,25.0451,32.9608,34.1243,26.8543,31.2855,32.9692,19.5224,27.9301,30.6462,25.0052,31.5379,9.279,13.8528,13.034,26.1269,20.2501,19.3663,20.4113,20.3533,19.1937,14.2448,23.5953,22.2569,22.5853,23.603,26.5983,18.5491,21.8371,23.6017,17.1397,17.7471,16.5149,1.182,0.8705,1.8417
PWY-1882,"  RXN-2841  RXN-2861  METHANE-MONOOXYGENASE-RXN  (  RXN-2961 RXN-2962 S-FORMYLGLUTATHIONE-HYDROLASE-RXN  ,  FORMALDEHYDE-DEHYDROGENASE-RXN  ,  RXN-2882 -RXN-2883 3.5.4.27-RXN -RXN-2884  ,  FORMATETHFLIG-RXN METHENYLTHFCYCLOHYDRO-RXN METHYLENETHFDEHYDROG-NADP-RXN  )  1.2.1.2-RXN ",0.174,0.1493,0.1492,0,0,0.0333,0.0499,0.025,0,0.1743,0,0.1196,0.1196,0.199,0.1246,0.1329,0,0.0499,0.0998,0,0.3555,5.216,3.9919,4.3374,8.1229,8.0596,7.0565,5.8927,6.7836,6.8644,5.4273,4.7065,9.9368,7.1973,5.0915,10.7967,6.709,8.6703,6.7344,7.9895,5.4717,0.9059,0.6662,0.5215,5.7343,7.3528,5.1499,6.2123,6.1674,5.1723,7.4038,8.3967,7.6218,7.9476,8.5475,10.286,6.4981,6.9459,9.3718,7.1518,7.84,8.271,1.0892,0.874,0.5013,9.9262,7.0429,7.6507,9.5027,7.3419,7.5834,7.8532,7.1664,5.9429,6.0545,5.6935,4.7164,5.439,4.5059,4.667,4.433,3.4064,3.732,0.9974,0.4158,0.6839,7.7344,8.384,6.9291,4.7658,5.7851,6.334,3.54,4.486,5.2392,3.9128,4.5924,4.9031,3.0553,3.1215,3.9998,2.781,2.8577,0.4159,0.7853,1.0084,7.3398,6.0941,5.3201,6.4086,6.3019,5.3493,2.5429,4.9557,4.9739,4.3624,4.5501,5.529,3.1074,3.638,3.691,3.6186,2.7319,2.5057,0.4426,0.1492,0.5874
PWY-2941, ASPARTATEKIN-RXN ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN DIHYDRODIPICSYN-RXN RXN-14014 2.3.1.89-RXN -RXN-4822 N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN DIAMINOPIMEPIM-RXN DIAMINOPIMDECARB-RXN ,19.3709,20.5333,22.5685,6.3118,6.7874,7.7316,2.329,3.458,4.3754,1.7621,2.1442,2.2201,3.091,2.2196,3.0117,2.3354,2.5549,2.1458,1.3765,1.3751,3.1283,7.5395,11.2886,6.2172,19.0423,14.9188,12.2357,13.2041,16.8321,10.8807,11.7152,8.5231,8.8671,26.1223,10.414,18.5412,37.8858,22.8488,29.3088,33.4473,15.424,25.4175,30.2916,30.8678,15.397,16.4179,12.6418,19.6901,18.1387,14.3021,32.427,27.7865,21.6082,34.4867,33.846,32.374,43.7037,35.9761,38.5582,27.8057,29.7277,31.865,44.1986,42.7312,40.242,36.8595,32.0587,34.5981,30.6042,37.5242,37.459,35.6664,39.454,28.4972,33.964,35.1418,33.8002,38.7155,37.0495,37.3052,26.6506,28.1908,22.0067,20.1655,20.9479,23.5918,12.0434,16.1366,14.6368,10.5485,13.748,18.5116,18.673,25.6264,27.9362,22.072,26.6521,28.2702,13.7273,23.4941,24.0887,20.497,29.2923,8.8148,13.095,11.9513,8.4935,5.933,5.047,5.4889,8.5297,9.0164,7.2574,12.164,13.3487,14.5147,15.767,17.632,10.5369,13.8861,12.8257,10.0061,10.7438,10.2594,0.6744,1.1054,0.9895
PWY-2942, ASPARTATEKIN-RXN ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN DIHYDRODIPICSYN-RXN RXN-14014 -RXN-4821 DIAMINOPIMELATE-DEHYDROGENASE-RXN DIAMINOPIMDECARB-RXN ,41.3337,42.667,40.5929,65.9984,70.0535,69.1961,59.1158,65.8217,67.2864,62.9107,63.4653,63.4226,68.2044,62.9377,65.1349,65.1027,59.502,65.3137,61.5881,58.1027,68.1054,74.3716,64.394,58.1438,72.0555,72.6703,64.208,66.4679,64.1767,56.5286,78.2593,74.9147,69.9126,79.4817,72.5471,71.801,87.8372,79.742,78.5271,75.0965,92.6229,51.2613,58.5586,51.943,46.272,55.3559,44.7815,49.786,54.8744,46.1285,61.5985,71.6151,58.753,64.5271,74.6908,60.8393,71.1071,74.0776,65.0202,59.7427,70.6636,63.8916,79.3504,72.0396,78.3897,72.0288,66.3865,71.5097,71.948,68.8018,79.5605,79.4016,76.6572,87.1764,78.3786,73.6418,92.1444,84.7314,68.886,89.7902,73.5506,66.8699,77.9744,55.5953,55.7069,54.4453,58.6721,59.2776,55.6322,81.7444,66.3308,66.0797,74.4582,69.2488,72.7575,77.0016,71.124,71.1486,68.4211,75.5621,71.8118,77.1611,86.0706,52.7683,45.4493,53.6238,59.1397,46.5841,47.95,68.5336,59.4081,66.377,73.2923,60.6158,65.4618,73.4797,68.1367,71.4213,69.9185,66.2113,73.4239,72.6147,67.5274,66.6059,61.865,63.8914,71.3051
PWY-3001,"  -RXN-15122 ( -RXN-15121 , -RXN-15123 , ACETOOHBUTSYN-RXN )  ACETOOHBUTREDUCTOISOM-RXN DIHYDROXYMETVALDEHYDRAT-RXN BRANCHED-CHAINAMINOTRANSFERILEU-RXN  ASPARTATEKIN-RXN ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN HOMOSERDEHYDROG-RXN  HOMOSERKIN-RXN THRESYN-RXN  ASPAMINOTRANS-RXN ",43.2334,44.796,41.9397,70.059,74.3015,72.9578,63.639,70.2172,72.0083,67.5437,68.403,68.2034,73.1873,67.5053,69.4014,68.9634,63.0624,69.4648,65.7824,62.316,72.2054,73.8324,67.7567,59.5209,75.3712,75.3437,66.4581,68.3292,66.7957,59.472,81.6839,80.6716,76.6847,81.8953,75.362,78.9668,91.452,84.3899,83.5117,77.8003,100.8427,54.9359,62.1796,56.4881,48.0958,56.9175,46.4328,52.4128,57.0705,48.828,66.254,75.6439,63.6038,69.3735,77.6477,66.8688,76.4588,76.2125,71.2295,62.6373,72.4295,69.2598,83.3238,78.7589,80.0608,75.0605,70.011,72.2318,75.3665,73.7582,80.7996,81.1655,81.281,84.8188,79.5943,77.6127,87.8167,85.1214,71.9591,87.2567,73.7656,67.296,75.5299,56.0378,56.4562,56.3361,58.9991,60.4988,56.3182,85.7194,67.855,69.5731,76.7053,71.7476,75.3501,79.2615,74.5144,73.2695,70.6394,78.6979,73.3299,81.0158,89.0179,52.9478,48.4655,54.0301,59.3066,48.5141,48.1011,71.269,62.6884,67.3658,75.2835,63.6517,66.4454,75.31,70.9462,72.7318,70.7327,69.2448,75.8466,73.2624,71.0787,68.413,63.209,65.8017,73.8268
PWY-3081, HOMOCITRATE-SYNTHASE-RXN -RXN3O-1983 HOMOACONITATE-HYDRATASE-RXN RXN-7970 2-AMINOADIPATE-AMINOTRANSFERASE-RXN RXN-15002 -RXN-5182 -RXN-5183 -RXN-5184 -RXN-5185 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501
PWY-3661, 2.1.1.5-RXN DIMETHYLGLYCINE-DEHYDROGENASE-RXN SARCOX-RXN GLYOHMETRANS-RXN -RXN-15125 -RXN-15124 RXN-15127 ,2.265,2.5432,2.3304,3.1553,5.148,2.212,11.5349,8.2698,9.6375,11.8095,11.9007,10.2592,17.7433,14.5563,16.9582,15.7203,13.1189,16.9747,19.9161,16.313,17.0902,3.2957,1.9781,1.6643,4.5801,5.6505,5.0466,12.7371,6.262,7.4595,19.929,19.545,11.7685,14.6676,21.1509,11.088,6.8676,22.0641,9.149,9.9469,23.5237,1.7187,2.1692,1.1763,3.2985,2.5852,2.236,4.5767,5.2038,2.3163,3.872,5.414,3.3657,4.8993,5.744,3.4679,6.8371,8.8238,7.9602,6.1698,8.3811,7.8843,4.0891,2.6416,2.2521,4.1826,4.3488,2.794,6.1481,5.779,7.3434,4.5971,6.0969,4.1832,6.2477,8.2667,4.6883,7.2125,7.4287,6.7987,7.4577,8.1456,6.8726,1.3643,2.1843,1.2942,3.4768,4.0585,3.7582,8.7471,5.8554,6.7342,3.8478,5.2969,4.2868,7.5268,6.795,7.1025,6.7142,5.0391,6.9871,4.7223,7.083,2.4434,2.5688,1.8095,3.8597,2.637,2.4872,7.3406,5.9735,5.9136,4.1337,4.3657,5.7245,8.0929,5.8226,5.4502,4.8202,6.922,5.1045,6.9221,5.6659,5.0704,9.172,9.0697,11.9435
PWY-3781, NADH-DEHYDROG-A-RXN 1.10.2.2-RXN CYTOCHROME-C-OXIDASE-RXN SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN ,86.1966,89.9863,87.9284,130.8113,141.7853,137.537,122.5504,134.8734,139.7958,132.2122,134.904,133.6173,144.8061,133.4185,136.6591,135.3625,125.079,135.8042,130.6329,123.4628,141.9015,143.3597,130.8593,113.0375,142.3222,145.6736,128.8609,136.6954,126.1781,113.3991,162.5816,156.0051,157.6858,180.9918,152.4601,161.5018,191.5665,167.4323,168.1009,165.5742,202.4345,98.5479,109.7462,100.2234,89.6646,105.9542,86.4909,99.3966,106.9698,92.0133,127.8888,145.3354,123.4001,137.0837,144.8416,128.9239,148.047,139.3554,135.4876,126.1948,132.5257,133.1249,144.3502,139.7583,133.5817,137.5392,128.3244,128.1015,142.0156,135.7151,145.4211,149.36,152.1543,147.6916,145.4415,150.8457,139.7869,151.656,133.5153,146.1287,135.2433,134.552,132.7877,93.3776,93.8136,95.9491,108.3804,112.9162,102.0679,166.6043,129.5368,133.9669,146.108,135.2144,140.6859,151.1425,140.0584,134.833,130.0986,143.4507,135.2665,140.3773,157.8074,92.045,88.1435,95.0932,111.0043,91.1826,88.0276,138.1371,120.9899,130.5156,134.7652,123.3102,124.9618,144.5926,138.2979,138.7028,130.8887,130.1539,144.0648,134.564,130.4349,124.7692,112.3408,117.2826,133.382
PWY-3801," 6PFRUCTPHOS-RXN ( ( F16ALDOLASE-RXN TRIOSEPISOMERIZATION-RXN ) , F16BDEPHOS-RXN ) PEPDEPHOS-RXN 3PGAREARR-RXN PEPSYNTH-RXN PHOSGLYPHOS-RXN RXN-15513 2PGADEHYDRAT-RXN GAPOXNPHOSPHN-RXN  (  RXN-6161 ALCOHOL-DEHYDROG-RXN  ,  L-LACTATE-DEHYDROGENASE-RXN  ) SUCROSE-SYNTHASE-RXN FRUCTOKINASE-RXN RXN-6182 GLUC1PURIDYLTRANS-RXN PHOSPHOGLUCMUT-RXN ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1494,0,0,0.4443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWY-3941, PROPIONATE--COA-LIGASE-RXN -PROPCOASYN-RXN RXN-6383 RXN-6384 3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN 2.6.1.18-RXN ,0.4076,0.347,0.5769,0.1494,0.2239,0.1991,0.0748,0.0998,0.0749,0.0748,0.1245,0.1245,0.1244,0.0748,0.174,0.1736,0.025,0.025,0.0499,0.025,0.1244,0.1657,0.3245,0.0493,0.2651,0.17,0.1221,0.0248,0.0249,0.0494,0.0951,0.049,0,0.0249,0.0486,0,0,0,0.0249,0,0,0.0496,0.0989,0.0496,0.0249,0,0.0497,0.0249,0,0.0249,0.0987,0,0,0,0,0,0,0,0,0,0,0,0.3855,0.1237,0.0497,0.0249,0,0.0497,0.0745,0,0.0249,0.0249,0.0497,0.074,0.0495,0.1463,0.0247,0.0248,0.0493,0.0728,0.0248,0,0.0248,0.1219,0.1695,0.1465,0.1964,0.0249,0.0497,0.1245,0.0497,0.0249,0.025,0.0249,0,0,0,0.0249,0,0.0248,0,0.0248,0,0.0987,0.2895,0.0497,0.025,0.0498,0.0498,0.0249,0.0497,0,0,0,0.0496,0.0249,0.1454,0.0985,0.0736,0.0249,0,0.0249,0.0249,0,0.3968,0.3653,0.4833
PWY-4361, 5.3.1.23-RXN R145-RXN R82-RXN R83-RXN R147-RXN -RXN-15650 RXN-13072 ,10.0752,10.5724,12.3402,2.7981,2.9574,3.3604,1.0886,1.5909,1.9218,0.7882,0.9377,1.0294,1.4274,0.9892,1.2858,1.103,1.1707,0.9574,0.5538,0.6013,1.4169,3.7939,5.4546,2.9496,9.3815,7.2537,5.8675,6.3029,8.3466,5.3039,5.9947,4.2359,4.0355,13.0562,5.0482,8.1683,19.5478,11.1327,14.1107,18.2872,7.8896,11.9673,15.4547,15.4274,7.0068,7.7661,5.4709,9.0251,8.571,6.2079,16.7135,13.7453,10.0255,18.1216,17.7598,16.404,24.9033,19.6113,21.0846,14.7903,15.8773,16.7711,24.3627,20.5151,22.445,19.9254,14.7373,18.9895,15.7055,18.0907,20.4334,18.9871,19.1659,15.1296,18.047,17.0277,18.4278,20.9895,19.5455,20.5885,13.8355,14.4153,11.4776,10.0818,10.5135,11.8877,5.8923,7.8896,7.2137,4.833,6.5792,8.5361,8.9161,12.6145,13.9394,10.6258,13.2853,14.5044,6.7303,11.6055,12.0247,10.3091,15.6173,4.2247,5.3948,5.5913,4.1133,2.6865,2.4051,2.587,3.8188,4.2665,3.4993,5.4548,6.4632,6.8438,7.0551,8.4661,5.1217,6.5251,6.2144,4.8751,5.0882,4.9896,0.0556,0.1709,0.1985
PWY-4722," -CREATININE-DEAMINASE-RXN 3.5.2.14-RXN N-CARBAMOYLSARCOSINE-AMIDASE-RXN ( SARCOX-RXN , SARCOSINE-DEHYDROGENASE-RXN ) ",0.03,0.03,0,0,0,0.03,0.1199,0.0899,0.03,0.06,0,0.06,0,0.06,0.2989,0.03,0,0.2393,0.0899,0.03,0.0899,0.0599,0,0.0599,0.3884,0.6851,0.7732,1.2419,0.4477,0.7729,2.8168,1.5402,2.2989,0.9522,2.2368,0.6272,0.3289,0.5081,0.3289,1.3062,0.9247,0.06,0.0899,0.06,0.1495,0.4766,0.1793,0.2093,0.3877,0.1497,0.2096,0.1797,0.2096,0.3588,0.1199,0.06,0.1498,0.2393,0,0.06,0.2394,0.1199,0,0.1797,0.03,0.2692,0.6518,0.4467,0.4481,0.2391,0.269,0.1497,0.4468,0.4174,0.1794,0.1496,0.1791,0.1197,0.03,0.2387,0.0899,0.0898,0.1496,0.1198,0.0899,0.03,0.3579,0.4176,0.446,0.299,0.5943,0.3874,0.1197,0.4457,0.2686,0.5061,0.7121,0.4758,0.2091,0.9386,0.6506,0.5338,0.2691,0.1198,0.1198,0.0599,0.2687,0.2388,0.4741,0.5946,0.3876,0.5056,0.6753,0.4755,0.5643,0.8268,0.4162,0.6227,0.6193,0.4164,0.5937,0.5924,0.3863,0.1197,0.1197,0.1196,0.2387
